## Sun Mar 12 17:57:32 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_vpez1efu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g1166.t2	104355.XP_007861572.1	3.63e-212	604.0	COG0688@1|root,KOG2420@2759|Eukaryota,38E13@33154|Opisthokonta,3NZD1@4751|Fungi,3UYYI@5204|Basidiomycota,226V2@155619|Agaricomycetes,3H4DX@355688|Agaricomycetes incertae sedis	4751|Fungi	I	Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer). Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine	PSD1	GO:0003674,GO:0003824,GO:0004609,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006508,GO:0006575,GO:0006629,GO:0006644,GO:0006646,GO:0006650,GO:0006656,GO:0006658,GO:0006659,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009267,GO:0009268,GO:0009605,GO:0009607,GO:0009628,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0010635,GO:0010636,GO:0010638,GO:0010821,GO:0010822,GO:0010954,GO:0016020,GO:0016021,GO:0016485,GO:0016540,GO:0016829,GO:0016830,GO:0016831,GO:0019222,GO:0019538,GO:0019637,GO:0019866,GO:0022603,GO:0030162,GO:0030447,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031323,GO:0031325,GO:0031667,GO:0031668,GO:0031669,GO:0031966,GO:0031967,GO:0031975,GO:0032268,GO:0032270,GO:0032592,GO:0033043,GO:0033554,GO:0036170,GO:0036171,GO:0036176,GO:0036177,GO:0036178,GO:0036180,GO:0036244,GO:0040007,GO:0042221,GO:0042398,GO:0042594,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044182,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045017,GO:0045862,GO:0046337,GO:0046470,GO:0046474,GO:0046486,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051604,GO:0051716,GO:0060255,GO:0065007,GO:0070613,GO:0071214,GO:0071467,GO:0071496,GO:0071704,GO:0080090,GO:0090407,GO:0097164,GO:0098573,GO:0104004,GO:1901564,GO:1901566,GO:1901576,GO:1903317,GO:1903319	4.1.1.65	ko:K01613	ko00564,ko01100,ko01110,map00564,map01100,map01110	M00093	R02055	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	PS_Dcarbxylase
g1166.t3	40483.S8E4J1	5.85e-181	518.0	COG0688@1|root,KOG2420@2759|Eukaryota,38E13@33154|Opisthokonta,3NZD1@4751|Fungi,3UYYI@5204|Basidiomycota,226V2@155619|Agaricomycetes,3H4DX@355688|Agaricomycetes incertae sedis	4751|Fungi	I	Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer). Plays a central role in phospholipid metabolism and in the interorganelle trafficking of phosphatidylserine	PSD1	GO:0003674,GO:0003824,GO:0004609,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006508,GO:0006575,GO:0006629,GO:0006644,GO:0006646,GO:0006650,GO:0006656,GO:0006658,GO:0006659,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009267,GO:0009268,GO:0009605,GO:0009607,GO:0009628,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010604,GO:0010628,GO:0010635,GO:0010636,GO:0010638,GO:0010821,GO:0010822,GO:0010954,GO:0016020,GO:0016021,GO:0016485,GO:0016540,GO:0016829,GO:0016830,GO:0016831,GO:0019222,GO:0019538,GO:0019637,GO:0019866,GO:0022603,GO:0030162,GO:0030447,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031304,GO:0031305,GO:0031323,GO:0031325,GO:0031667,GO:0031668,GO:0031669,GO:0031966,GO:0031967,GO:0031975,GO:0032268,GO:0032270,GO:0032592,GO:0033043,GO:0033554,GO:0036170,GO:0036171,GO:0036176,GO:0036177,GO:0036178,GO:0036180,GO:0036244,GO:0040007,GO:0042221,GO:0042398,GO:0042594,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044182,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045017,GO:0045862,GO:0046337,GO:0046470,GO:0046474,GO:0046486,GO:0048518,GO:0048522,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051604,GO:0051716,GO:0060255,GO:0065007,GO:0070613,GO:0071214,GO:0071467,GO:0071496,GO:0071704,GO:0080090,GO:0090407,GO:0097164,GO:0098573,GO:0104004,GO:1901564,GO:1901566,GO:1901576,GO:1903317,GO:1903319	4.1.1.65	ko:K01613	ko00564,ko01100,ko01110,map00564,map01100,map01110	M00093	R02055	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	PS_Dcarbxylase
g1167.t1	221103.XP_007850085.1	2.41e-163	470.0	COG0115@1|root,KOG0975@2759|Eukaryota,38GTA@33154|Opisthokonta,3NVAG@4751|Fungi,3V3WU@5204|Basidiomycota,22612@155619|Agaricomycetes,3W5JW@5338|Agaricales	4751|Fungi	E	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family	BAT2	GO:0003674,GO:0003824,GO:0004084,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006520,GO:0006549,GO:0006551,GO:0006573,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009081,GO:0009082,GO:0009083,GO:0009097,GO:0009098,GO:0009099,GO:0009987,GO:0016053,GO:0016054,GO:0016740,GO:0016769,GO:0019752,GO:0019842,GO:0030170,GO:0031974,GO:0036094,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046395,GO:0048037,GO:0050662,GO:0052654,GO:0052655,GO:0052656,GO:0070013,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901607	2.6.1.42	ko:K00826	ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00036,M00119,M00570	R01090,R01214,R02199,R10991	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_4
g1168.t1	221103.XP_007854220.1	5.96e-107	321.0	KOG4188@1|root,KOG4188@2759|Eukaryota,38FZA@33154|Opisthokonta,3P2FM@4751|Fungi,3V47B@5204|Basidiomycota,22E6Y@155619|Agaricomycetes	4751|Fungi	S	Protein of unknown function (DUF3752)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3752
g1169.t1	984962.XP_009541591.1	4.31e-150	429.0	COG1028@1|root,KOG1200@2759|Eukaryota,39R7K@33154|Opisthokonta,3NXNF@4751|Fungi,3UZGH@5204|Basidiomycota,226TA@155619|Agaricomycetes,3H2XT@355688|Agaricomycetes incertae sedis	4751|Fungi	Q	Short-chain dehydrogenase reductase sdr	-	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short,adh_short_C2
g1170.t1	984962.XP_009541588.1	5.5e-202	581.0	28JGC@1|root,2QRVH@2759|Eukaryota,38T07@33154|Opisthokonta,3NWFG@4751|Fungi,3UYAI@5204|Basidiomycota,224TX@155619|Agaricomycetes,3H2B3@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Chitin synthase III catalytic subunit	CHS7	GO:0000128,GO:0000271,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005783,GO:0005789,GO:0005933,GO:0005934,GO:0005935,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006030,GO:0006031,GO:0006037,GO:0006038,GO:0006040,GO:0006457,GO:0006807,GO:0006810,GO:0006888,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009272,GO:0009405,GO:0009987,GO:0010383,GO:0010570,GO:0012505,GO:0016020,GO:0016021,GO:0016051,GO:0016192,GO:0017144,GO:0030427,GO:0030447,GO:0031224,GO:0031984,GO:0032879,GO:0032880,GO:0033692,GO:0034221,GO:0034637,GO:0034645,GO:0040007,GO:0040008,GO:0042175,GO:0042546,GO:0042763,GO:0042764,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043901,GO:0044036,GO:0044038,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045926,GO:0046349,GO:0046907,GO:0048193,GO:0048519,GO:0050789,GO:0051049,GO:0051082,GO:0051179,GO:0051223,GO:0051234,GO:0051278,GO:0051641,GO:0051649,GO:0051704,GO:0060256,GO:0060257,GO:0060258,GO:0065007,GO:0070201,GO:0070589,GO:0070592,GO:0071554,GO:0071704,GO:0071840,GO:0071852,GO:0071966,GO:0090087,GO:0098630,GO:0098743,GO:0098827,GO:1900428,GO:1900429,GO:1901071,GO:1901073,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	-	Chs3p
g1170.t2	40483.S8E8H7	2.95e-143	417.0	COG1816@1|root,KOG1097@2759|Eukaryota,38FYY@33154|Opisthokonta,3NZE2@4751|Fungi,3V1Q2@5204|Basidiomycota,225PZ@155619|Agaricomycetes,3H3A3@355688|Agaricomycetes incertae sedis	4751|Fungi	F	metallo-dependent hydrolase	-	-	3.5.4.4	ko:K01488	ko00230,ko01100,ko05340,map00230,map01100,map05340	-	R01560,R02556	RC00477	ko00000,ko00001,ko01000	-	-	-	A_deaminase
g1170.t3	984962.XP_009541588.1	5.51e-166	470.0	28JGC@1|root,2QRVH@2759|Eukaryota,38T07@33154|Opisthokonta,3NWFG@4751|Fungi,3UYAI@5204|Basidiomycota,224TX@155619|Agaricomycetes,3H2B3@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Chitin synthase III catalytic subunit	CHS7	GO:0000128,GO:0000271,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005783,GO:0005789,GO:0005933,GO:0005934,GO:0005935,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006030,GO:0006031,GO:0006037,GO:0006038,GO:0006040,GO:0006457,GO:0006807,GO:0006810,GO:0006888,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009272,GO:0009405,GO:0009987,GO:0010383,GO:0010570,GO:0012505,GO:0016020,GO:0016021,GO:0016051,GO:0016192,GO:0017144,GO:0030427,GO:0030447,GO:0031224,GO:0031984,GO:0032879,GO:0032880,GO:0033692,GO:0034221,GO:0034637,GO:0034645,GO:0040007,GO:0040008,GO:0042175,GO:0042546,GO:0042763,GO:0042764,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043900,GO:0043901,GO:0044036,GO:0044038,GO:0044085,GO:0044182,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045926,GO:0046349,GO:0046907,GO:0048193,GO:0048519,GO:0050789,GO:0051049,GO:0051082,GO:0051179,GO:0051223,GO:0051234,GO:0051278,GO:0051641,GO:0051649,GO:0051704,GO:0060256,GO:0060257,GO:0060258,GO:0065007,GO:0070201,GO:0070589,GO:0070592,GO:0071554,GO:0071704,GO:0071840,GO:0071852,GO:0071966,GO:0090087,GO:0098630,GO:0098743,GO:0098827,GO:1900428,GO:1900429,GO:1901071,GO:1901073,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	-	-	-	-	-	-	-	-	-	Chs3p
g1171.t1	40483.S8E3D0	2.33e-166	500.0	KOG1674@1|root,KOG1674@2759|Eukaryota,39JFS@33154|Opisthokonta,3Q3SW@4751|Fungi,3V1RN@5204|Basidiomycota,2271M@155619|Agaricomycetes,3H8YI@355688|Agaricomycetes incertae sedis	4751|Fungi	D	Cyclin	-	-	-	-	-	-	-	-	-	-	-	-	Cyclin
g1171.t2	40483.S8E3D0	5.76e-168	500.0	KOG1674@1|root,KOG1674@2759|Eukaryota,39JFS@33154|Opisthokonta,3Q3SW@4751|Fungi,3V1RN@5204|Basidiomycota,2271M@155619|Agaricomycetes,3H8YI@355688|Agaricomycetes incertae sedis	4751|Fungi	D	Cyclin	-	-	-	-	-	-	-	-	-	-	-	-	Cyclin
g1173.t1	40483.S8FDQ1	2.02e-31	113.0	2C3H2@1|root,2T21S@2759|Eukaryota,3ATVQ@33154|Opisthokonta,3PHSD@4751|Fungi,3V77C@5204|Basidiomycota,22AXX@155619|Agaricomycetes,3H66E@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g1174.t1	40483.S8FMW1	0.0	915.0	KOG4814@1|root,KOG4814@2759|Eukaryota,38EZP@33154|Opisthokonta,3NXWF@4751|Fungi,3V1A9@5204|Basidiomycota,225HH@155619|Agaricomycetes,3H2ST@355688|Agaricomycetes incertae sedis	4751|Fungi	S	Meiosis protein SPO22/ZIP4 like	SPO22	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008150,GO:0009893,GO:0010564,GO:0010604,GO:0019222,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032268,GO:0032270,GO:0033043,GO:0033044,GO:0033233,GO:0033235,GO:0040020,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044087,GO:0044424,GO:0044464,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051445,GO:0051726,GO:0051783,GO:0051983,GO:0060255,GO:0060629,GO:0060631,GO:0065007,GO:0080090,GO:0090173,GO:1903320,GO:1903322,GO:2000241	-	-	-	-	-	-	-	-	-	-	SPO22
g1176.t1	40483.S8E3C4	0.0	2449.0	KOG1140@1|root,KOG1140@2759|Eukaryota,38DXS@33154|Opisthokonta,3NU3X@4751|Fungi,3UYHU@5204|Basidiomycota,227TM@155619|Agaricomycetes,3H0KE@355688|Agaricomycetes incertae sedis	4751|Fungi	O	ATP-dependent Clp protease adaptor protein ClpS	UBR1	GO:0000151,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006464,GO:0006508,GO:0006511,GO:0006513,GO:0006515,GO:0006807,GO:0006950,GO:0008104,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009057,GO:0009628,GO:0009889,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010498,GO:0010556,GO:0010646,GO:0010648,GO:0016567,GO:0016740,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0019941,GO:0023051,GO:0023057,GO:0030163,GO:0030433,GO:0031144,GO:0031323,GO:0031326,GO:0031503,GO:0032446,GO:0032879,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034504,GO:0034613,GO:0034629,GO:0034976,GO:0035966,GO:0035967,GO:0036211,GO:0036295,GO:0036296,GO:0036503,GO:0042221,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051171,GO:0051179,GO:0051252,GO:0051603,GO:0051641,GO:0051716,GO:0051788,GO:0055093,GO:0060255,GO:0061630,GO:0061659,GO:0065007,GO:0070482,GO:0070647,GO:0070727,GO:0070887,GO:0071218,GO:0071310,GO:0071453,GO:0071455,GO:0071596,GO:0071629,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090088,GO:0090089,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1902494,GO:1903506,GO:1990116,GO:1990139,GO:1990234,GO:1990303,GO:1990304,GO:1990920,GO:2000112,GO:2000638,GO:2000639,GO:2001141	2.3.2.27	ko:K10625	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	ClpS,zf-UBR
g1177.t1	104355.XP_007861452.1	3.15e-252	705.0	COG0008@1|root,KOG1149@2759|Eukaryota,38CS1@33154|Opisthokonta,3NV5D@4751|Fungi,3UY4Q@5204|Basidiomycota,226KA@155619|Agaricomycetes,3H1B2@355688|Agaricomycetes incertae sedis	4751|Fungi	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MSE1	GO:0000166,GO:0000959,GO:0003674,GO:0003824,GO:0004812,GO:0004818,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006424,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032543,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070127,GO:0070149,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140053,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.17	ko:K01885	ko00860,ko00970,ko01100,ko01110,ko01120,map00860,map00970,map01100,map01110,map01120	M00121,M00359,M00360	R05578	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko02048,ko03016	-	-	iMM904.YOL033W,iND750.YOL033W	tRNA-synt_1c
g1179.t1	40483.S8E4G0	3.45e-48	175.0	2C7J6@1|root,2SHPA@2759|Eukaryota,3AE33@33154|Opisthokonta,3P9SQ@4751|Fungi,3V3IA@5204|Basidiomycota,2296B@155619|Agaricomycetes,3H4PG@355688|Agaricomycetes incertae sedis	4751|Fungi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_25
g1181.t1	160860.XP_007344993.1	3.1e-165	486.0	2AC4H@1|root,2RYQK@2759|Eukaryota,3A05C@33154|Opisthokonta,3P24G@4751|Fungi,3V52U@5204|Basidiomycota	4751|Fungi	S	Protein of unknown function (DUF563)	-	-	-	-	-	-	-	-	-	-	-	-	DUF563
g1181.t2	160860.XP_007344993.1	3.52e-164	483.0	2AC4H@1|root,2RYQK@2759|Eukaryota,3A05C@33154|Opisthokonta,3P24G@4751|Fungi,3V52U@5204|Basidiomycota	4751|Fungi	S	Protein of unknown function (DUF563)	-	-	-	-	-	-	-	-	-	-	-	-	DUF563
g1182.t1	40483.S8FMV6	4.27e-240	682.0	KOG2055@1|root,KOG2055@2759|Eukaryota,38E4F@33154|Opisthokonta,3NWN2@4751|Fungi,3UZM8@5204|Basidiomycota,224EY@155619|Agaricomycetes,3H0HG@355688|Agaricomycetes incertae sedis	4751|Fungi	S	WD40 repeat-like protein	UTP18	GO:0000447,GO:0000460,GO:0000462,GO:0000466,GO:0000469,GO:0000472,GO:0000478,GO:0000479,GO:0000480,GO:0000966,GO:0000967,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0030490,GO:0030684,GO:0030686,GO:0031974,GO:0031981,GO:0032040,GO:0032991,GO:0034388,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:1901360,GO:1990904	-	ko:K14553	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009	-	-	-	WD40
g1183.t1	40483.S8FDP6	6.37e-102	302.0	KOG3316@1|root,KOG3316@2759|Eukaryota,38UJQ@33154|Opisthokonta,3NY0V@4751|Fungi,3V23Q@5204|Basidiomycota,2286I@155619|Agaricomycetes,3H26H@355688|Agaricomycetes incertae sedis	4751|Fungi	U	Transport protein particle (TRAPP) component	-	GO:0000045,GO:0000407,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005793,GO:0005794,GO:0005801,GO:0005802,GO:0005829,GO:0006810,GO:0006886,GO:0006888,GO:0006914,GO:0006996,GO:0007033,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010506,GO:0010508,GO:0012505,GO:0015031,GO:0015833,GO:0016043,GO:0016192,GO:0016236,GO:0016239,GO:0016241,GO:0019222,GO:0022607,GO:0030008,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031410,GO:0031503,GO:0031982,GO:0031984,GO:0032991,GO:0033036,GO:0034497,GO:0034613,GO:0034629,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044431,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0048193,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061919,GO:0065007,GO:0070727,GO:0070925,GO:0071702,GO:0071705,GO:0071840,GO:0097708,GO:0098791,GO:0099023,GO:1905037,GO:1990070,GO:1990071,GO:1990072	-	ko:K04706,ko:K20304	ko04120,ko04630,ko05160,map04120,map04630,map05160	-	-	-	ko00000,ko00001,ko04121,ko04131,ko04812	-	-	-	TRAPP
g1186.t1	104355.XP_007861459.1	2.54e-99	296.0	COG1072@1|root,KOG2702@2759|Eukaryota,3A3HI@33154|Opisthokonta,3P476@4751|Fungi,3V1B9@5204|Basidiomycota,228JT@155619|Agaricomycetes,3H384@355688|Agaricomycetes incertae sedis	4751|Fungi	FH	P-loop containing nucleoside triphosphate hydrolase protein	-	GO:0003674,GO:0003824,GO:0004849,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043094,GO:0043097,GO:0043174,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	-	-	-	-	-	-	-	-	-	-	PRK
g1190.t1	85982.XP_007320726.1	4.25e-57	187.0	2CJHU@1|root,2S3TS@2759|Eukaryota,39RT0@33154|Opisthokonta,3P1HY@4751|Fungi,3V4AC@5204|Basidiomycota,227Y9@155619|Agaricomycetes	4751|Fungi	S	Proline-specific peptidase	-	-	3.5.1.101	ko:K18457	-	-	-	-	ko00000,ko01000	-	-	-	Abhydrolase_1
g1190.t2	85982.XP_007320726.1	1.88e-101	308.0	2CJHU@1|root,2S3TS@2759|Eukaryota,39RT0@33154|Opisthokonta,3P1HY@4751|Fungi,3V4AC@5204|Basidiomycota,227Y9@155619|Agaricomycetes	4751|Fungi	S	Proline-specific peptidase	-	-	3.5.1.101	ko:K18457	-	-	-	-	ko00000,ko01000	-	-	-	Abhydrolase_1
